Platform,Post Timestamp,Likes,Shares,Comments,Engagement Rate,post_content,description
Twitter,01:57.9,661,6,449,28.4,spacex reuse rocket components elon musk,following space exploration startup spacexs successful reuse stage falcon rocket founder elon musk said hes confident spacex reuse rocket components cost falcon launch million million fairing cost brought million year said musk
LinkedIn,43:53.8,381,192,201,49.11,earth didnt burst married husband lalit hotel coowner,reacting decriminalisation homosexuality india lgbt activist lalit hotels scion keshav suri said earth did burst open married husband said judgment going open doors india keshav got married partner years cyril feuillebois year france samesex marriages recognised
Instagram,21:16.3,6,81,438,16.02,members family dead burari donated eyes,eyes members family dead delhis burari donated according family friend family religious wanted help friend added handwritten notes recovered police familys residence indicate killed influence spiritualmystical practices
Facebook,07:53.2,94,85,365,85.94,australia declared war emus lost,australia declared war emus emus began occupying farmland intended wwi veterans ministry defence deployed soldiers provided machine guns annihilate birds emus killed great emu war discussed parliament representative stated emus won war
Facebook,04:39.5,982,122,70,56.55,starts farhan starring sky pink,confirming starring priyanka chopras sky pink farhan akhtar shared upcoming films draft instagram caption starts film revolves aisha chaudhary motivational speaker diagnosed pulmonary fibrosis age
Facebook,25:35.6,414,54,252,31.17,sl slammed failing clear toss confusion new video,sri lanka cricket slammed uploaded video referee andy pycrofts amplified voice clarify indiasri lanka ti toss confusion people board deaf ent specialist check ears user tweeted earlier video surfaced suggested india wrongly awarded toss miscommunication pycroft presenter murali kartik
Facebook,05:05.3,198,18,2,9.19,paralysed man jailed gunpoint robbery russia,yearold paralysed man anton mamayev sentenced years months prison robbing special force soldier scooter gunpoint mamayev suffers rare progressive genetic disease affects nervous claimed bought scooter plaintiff lakh
Twitter,24:24.5,219,98,479,29.51,fb blocked users sharing stories data breach,facebook allegedly blocked users sharing stories security breach compromised million accounts issue affected particular stories certain outlets including guardian users shown error message tried post stories breach news feed called stories spam
Instagram,58:49.5,287,92,245,19.86,india nd largest contributor ibms patents,usbased software major ibm said received patents indian arm accounting patents second highest contributor patents granted various ibm researchers engineers scientists designers countries marks companys th consecutive year topping patent list
Facebook,57:15.4,941,2,3,21.96,londonmumbai jet airways flight escorted german fighter jets lost contact european airspace training flight pilotincommand according reports flight lost contact air traffic control frequency goofup pilot missed contact attempts emergency frequency howling noise reports added,new delhi feb jet airways aircraft flying london lost contact atc european airspace way mumbai training flight pilotincommand time incident sources said incident happened february mumbai london flight w carrying passengers crew members lost contact air traffic control reportedly minutes training flight pilot commanders seat lost contact atc frequency goof czech aviation authorities tried contacting pilot flight w emergency frequency pilot missed howling noise airline sources said response jet airways issue awaited according information flight remained touch atc nearly minutes flying czech airspace flying bratislava prague w correct frequency transmitted acknowledged messages
Instagram,17:09.2,657,92,472,36.8,woman married rapist given triple talaq,woman uttar pradeshs hapur married rapist order village panchayat later given triple talaq reports said victim alleged accused took father deserted place forced sign divorce papers pronounced triple talaq matter investigated police officials said
Twitter,43:20.3,153,191,408,16.66,authorities central luzon region philippines reportedly considering issuing muslimonly ids combat terrorism city mindanao captured islamist militants allow identification undesirable individuals terrorists officials said notably president duterte blamed people marawi sheltering isis sympathisers besieged city,police region majoritychristian philippines considering issuing mandatory identification cards thousands muslims living proposal human rights watch condemned collective punishmentauthorities central luzon region north capital quoted local media saying policy counterterrorism measure islamist militants took city hundreds kilometres south island mindanaothe issue discussed meeting police military political figures muslim religious community leaders provincial capitol building according news outlet rapplerchief superintendent aaron aquino said id cards allow authorities identify weed undesirable individuals terrorists rappler reportedhe said implemented town paniqui want replicated muslim communities region easy efficient identification muslim brothers sistersgovernment forces hammering city marawi south nearly months local militant factions claim allegiance isis rampaged took controlpresident rodrigo duterte imposed martial law mindanao apologise blaming residents marawi saying allowed isis sympathisers stayhuman rights watch said authorities threatening single muslims id cards violating rights equal protection law freedom movementrequiring muslimonly ids response perceived failure muslims prevent islamist fighters entering marawi city form collective punishment new yorkbased advocacy group said statementit added reports muslim leaders present meeting rejecting outright compulsory id cards irrelevant rights perspective roughly muslims living central luzon region id requirements muslims rejected outright
